url,titulo,texto,status,local,data_hora,problem_type,product_type,category
https://www.reclameaqui.com.br/ifood/minha-conta-esta-com-bug-mesmo-com-alta-demanda_vYu9w9uaCI6Chn-8/,minha conta está com bug mesmo com alta demanda,"Bom dia, entrei para 4 meses que minha conta está bugada durante o dia todo ela toca de 1 a 2 entrega por dia meio de semana final de semana sempre essa quantidade mesmo estando em alta demanda fico em ária que toca muito toca para meus passeiros aqui mas pra mim não e venho sempre mantendo no score 3 data e horá do meu celular certinho troquei até de aparelho e internet mas mas esse problema persiste deve ser bug na minha conta tem como vcs da uma olhadinha aí ficarei grato",Não respondida,Juazeiro do Norte - CE,18/10/2025 às 11:43,,,
https://www.reclameaqui.com.br/ifood/nao-recebi-reembolso-de-pedido-cancelado-no-ifood-pago-via-pix_kkdVJex6crhhAYIG/,Não recebi reembolso de pedido cancelado no iFood pago via PIX,"Fiz um pedido via aplicativo de Ifood dia 09/10. Cancelei o pedido porque ele não chegou no prazo, depois de mais de uma hora de atraso, cancelei. pedido no valor de 160. Até o momento não recebi reembolso, e o app não registra envio de mensagem no chat, não consigo contato com o ifood. Não quero reembolso do valor no app, não solicitei isso. paguei via pix e quero esse estorno via pix. Aguardo retorno da empresa. pedido na loja Sodiê Doces - Juiz de Fora, pedido *****.",Não respondida,Juiz de Fora - MG,18/10/2025 às 11:47,,,
https://www.reclameaqui.com.br/ifood/cobranca-indevida-ifood-club-no-cartao-de-credito-nubank-sem-assinatura_myvHlomSTVJxX2VF/,Cobrança indevida IFood Club no cartão de crédito Nubank sem assinatura,Todo mês vem um desconto no meu cartão de crédito da nubank no valor de 5.95 em favor da empresa ifb ifood club .nunca fiz assinatura nessa empresa .quero que cancele isso,Não respondida,Bragança - PA,18/10/2025 às 11:42,,,
https://www.reclameaqui.com.br/ifood/erro-ao-cadastrar-cartao-ticket-alimentacao-no-ifood-cartao-nao-reconhecido-mesmo-estando-ativo-e-cadastrado-no-ticket_BSFGMcmRTWDQleiU/,"Erro ao cadastrar cartão Ticket Alimentação no iFood: cartão não reconhecido, mesmo estando ativo e cadastrado no Ticket.","No App aparece opção de adicionar um cartão vale alimentação, mas quando tentei adicionar o meu da ticket (funcionando normalmente fora do ifood), fala que não encontrou nenhum cartão na minha conta do ticket (que já está lá cadastrado corretamente), liguei para o suporte do ticket e eles confirmaram que meu cartão está cadastrado corretamente na parte deles e que o problema está no Ifood, ai eu pergunto, porque existe uma opção de cadastrar cartão vale alimentação se no final das contas não funciona?",Não respondida,São Paulo - SP,18/10/2025 às 11:45,,,Aplicativos
https://www.reclameaqui.com.br/ifood/entregador-ifood-penalizado-por-cancelamento-de-pedidos-e-risco-de-desativacao-da-conta_JV4cks-n8N-p0WzW/,Entregador Ifood penalizado por cancelamento de pedidos e risco de desativação da conta,Bom dia sou entregador do Ifood há vários anos e esse mês minha conta foi para o vermelho com risco de desativaçao. Pois recebi 2 ocorrências por ter dado cheguei no local.de entrega e depois de algum tem o pedido que eu fui coletar foi cancelado isso aconteceu duas vezes eu acredito que a culpa não e minha pelo cliente ter cancelado e nisso o Ifood me penalizou agora estou com medo de rodar denovo e acontece outra vez e eles desativar em minha conta pesso a ajuda de vcs e que o Ifood reveja oq realmente aconteceu,Não respondida,Vitória - ES,18/10/2025 às 11:39,,,
https://www.reclameaqui.com.br/ifood/pedido-veio-errado-e-loja-nao-resolve_GrPJEks43eq9-opy/,Pedido veio errado e loja não resolve,"Fiz um pedido pelo iFood, comprei um barbeador elétrico e uma tesoura, recebei um teste de menopausa, não veio mista fiscal/ tentei resolver pelo próprio iFood e eles mandaram resolver com a loja só que não tive retorno.",Não respondida,Camaragibe - PE,18/10/2025 às 11:43,,,Não encontrei meu problema
https://www.reclameaqui.com.br/ifood/produto-violado-e-improprio-para-consumo__pUoB1xOWfhbSQPA/,Produto violado e impróprio para consumo,"Sardinha com embalagem violada e produto com aspecto estranho, tentei questionar com a plataforma, enviei evidências e o estorno ou envio de novo produto foi negado, jogarei o produto no lixo e ficarei no prejuízo?!",Não respondida,São Gonçalo - RJ,18/10/2025 às 11:29,,,Não encontrei meu problema
https://www.reclameaqui.com.br/ifood/cadastro-no-aplicativo_BpWWwDI3Avw_6heJ/,Cadastro no aplicativo,Eu não consegui finalizar o meu cadastro aparece erro no aplicativo,Não respondida,Imbituba - SC,18/10/2025 às 11:49,,,Não encontrei meu problema
https://www.reclameaqui.com.br/ifood/cobranca-indevida-de-assinatura-nao-solicitada-no-ifood-solicitacao-de-ressarcimento_uSYVr40a8-Ca4rO5/,Cobrança indevida de assinatura não solicitada no iFood - Solicitação de ressarcimento,"No momento de finalizar o pedido o aponte encaminha para uma página que que acha que é para pagamento do pedido, porém é para pagamento de assinatura, e vc não consegue cancelar, pois como é digital é automático.Não te dá opção de retorno.Como uma venda casada.Um [Editado pelo Reclame Aqui], já é a segunda vez que isso acontece na minha compra com iFood.Mas, não vou mais pagar este valor de 13,90 .Quero ressarcimento no meu cartão.",Não respondida,Curitiba - PR,18/10/2025 às 11:34,,,
https://www.reclameaqui.com.br/ifood/queda-na-saude-da-conta-por-pedido-nao-entreguedevolvido-mas-o-pedido-sumiu-da-tela_0TLmzilNwNpZI8Jm/,"Queda na saúde da conta por pedido não entregue/devolvido, mas o pedido sumiu da tela.","Abaixaram a saúde da minha conta sem nenhum motivo,Colocaram que eu não entreguei o pedido e nem devolviSendo que simplesmente o pedido saiu da minha telaNão mandaram devolver na loja,e abaixaram a saúde da minha contaSem motivos nenhumEspero que vocês resolvam isso,fui prejudicado sem motivos nenhum.",Não respondida,Casa Nova - BA,18/10/2025 às 11:36,,,
https://www.reclameaqui.com.br/ifood/atraso-na-alteracao-de-conta-bancaria-e-nao-recebimento-de-pagamentos-impactam-negativamente-o-negocio_WNb2z1vUnspbJtv0/,Atraso na alteração de conta bancária e não recebimento de pagamentos impactam negativamente o negócio.,"Bom dia, a uma semana solicitei a alteração de conta bancária, pois minha esposa não tinha se atentado que teria que ser uma conta PJ no meu nome. Porém já tem um mês e ainda não recebi os pagamentos. Entendo que foi por ser uma conta que não estava no meu nome..mas já tinha 7 dias e nada de alterarem a conta bancária, nada também de receber os pagamentos arrasados. Vou ter que fechar a loja, pois já não tenho mais de onde tirar para repor os insumos.",Não respondida,Aparecida de Goiânia - GO,19/10/2025 às 09:10,,,Financeiras
https://www.reclameaqui.com.br/ifood/pedido-nao-entregue-suspeita-de-editado-pelo-reclame-aqui-suporte-inacessivel-e-falta-de-cancelamento_LMnCYiixv5kAhDW1/,"Pedido não entregue, suspeita de [Editado pelo Reclame Aqui], suporte inacessível e falta de cancelamento","Pedi um lanche, a loja pediu meu número. Eu já conhecendo o [Editado pelo Reclame Aqui] deles usar meu número pra colocar o código, não passei. Assim, eles não realizaram a entrega do meu lanche. E, por não realizar a entrega do meu lanche, eu entrei em contato com o suporte. E o suporte finalizou meu atendimento sem cancelar meu pedido. Ou seja, agora o pedido tá aqui, aguardando entrega, há mais de uma hora. O suporte não deixa eu entrar mais em contato. E a loja tenta aplicar [Editado pelo Reclame Aqui] e nada acontece.",Não respondida,São Paulo - SP,19/10/2025 às 03:21,,,Restaurantes
https://www.reclameaqui.com.br/ifood/pedido-de-macarrao-com-cogumelo-e-camarao-entregue-com-atraso-gelado-e-sem-camarao-reembolso-negado_kvMGCdwpbaU-jWXG/,"Pedido de macarrão com cogumelo e camarão entregue com atraso, gelado e sem camarão. Reembolso negado","Pedi ontem um preto de macarrao com cogumelo e camarão, alem de ter passado do horario de entrega 1 hora e ter chego gelado por isso, nao veio o camarão! O item mais caro so prato e o principal! A proteina! Tentei contato e solucao direto pelo aplicativo mas estao me negando reembolso! Nao e cabivel e pagar por algo q eu n pedi, n foi esse prato que eu pedi, mt menos gelado",Não respondida,Rio de Janeiro - RJ,19/10/2025 às 08:56,,,Restaurantes
https://www.reclameaqui.com.br/ifood/restaurante-nao-aparece-na-lista-do-ifood-impactando-as-vendas-e-atendimento-ineficiente_JgtDtMxQtK4F_YhK/,"Restaurante não aparece na lista do iFood, impactando as vendas e atendimento ineficiente",Criei meu restaurente no ifood segmento açai tem 19 dias e simplesmente meu restaurante nao aparece na liste de restaurantes ja olhei do inicio ate o fim e nada ja pedi outras pessoas tbn pra olhar e nada so aparece e pesquisar pelo nome e isso esta afetando minhas vendas ja abri chamado ja conversei pelo chat e so enrolam e ninguem resolve nada a unica resposta que tive e que a lista aparece de um jeito pra cada un tudo bem a distancia influencia em qual lugar na lista o restaurante aparece mas nao aparecer na lista ja e outra coisa o atendimento do ifood e simplesmentw [Editado pelo Reclame Aqui] abri varioa chamados e todoa eles sumiram do portal foi apagado um absurdo se meu caso nao for resolvido irei  encerrar meu contrato com ifood e ir para outra plataforma de delivery porque investi dinheiro nisso nao posso ficar sem retorno,Não respondida,Rio de Janeiro - RJ,19/10/2025 às 08:18,,,Aplicativos
https://www.reclameaqui.com.br/ifood/cobranca-indevida-do-club-ifood-apos-cancelamento_zjikTK5_T2eqe2xN/,Cobrança indevida do Club iFood após cancelamento,"Fiz o cancelamento do meu Club iFood, porém, mesmo após o cancelamento, continuam cobrando a taxa de R$ 5,95 ( não é a primeira vez que isso ocorre) Não é justo pagar por um serviço que já foi encerrado. Solicito o estorno imediato das cobranças indevidas e a regularização da minha conta para que não haja novas cobranças.Aguardo retorno e solução o quanto antes.",Não respondida,Carapicuíba - SP,19/10/2025 às 08:24,,,
https://www.reclameaqui.com.br/ifood/pedido-incompleto-e-incorreto-demora-no-atendimento-ao-cliente_nFHGsMCywNkc7TjV/,"Pedido incompleto e incorreto, demora no atendimento ao cliente.","Prezados, eu fiz um pedido e o pedido venho faltando itens e os itens que venho vieram errados, eu tentei contato com Ifood e fiquei mais de 3 horas esperando ser respondido. Fiz a solicitação bem como enviei as fotos que pedem, pelo regulamento a empresa tinha 10 minutos para me responder. Falta de consideração e respeito com cliente.",Não respondida,Porto Alegre - RS,19/10/2025 às 03:11,,,
https://www.reclameaqui.com.br/ifood/falta-de-aviso-previo-no-aplicativo-sobre-entrega-de-grande-volume-de-sacolas-na-ibeg-natal_0XLKtWYCGKOTc6i9/,Falta de aviso prévio no aplicativo sobre entrega de grande volume de sacolas na IBEG Natal,"Bom dia , vai ter umas entrega aqui na ibeg aqui em Natal vai ter um grupo aqui que vai receber 200 bag o rapaz que tá responsável e Alexandre eu acho injusto isso pq era pra avisa no app que ia dá as bag queria que vissem isso ai",Não respondida,Natal - RN,19/10/2025 às 07:42,,,Logística e Entrega Rápida
https://www.reclameaqui.com.br/ifood/cobrancas-indevidas-do-ifood-clube-apos-cancelamento-da-assinatura_fS--ZqAsFYLZf1S6/,Cobranças indevidas do iFood Clube após cancelamento da assinatura,"Faz três meses que o iFood vem realizando descontos indevidos referentes ao iFood Clube, mesmo após o cancelamento da assinatura há mais de um ano.Não autorizei novas cobranças e não possuo nenhum serviço ativo que justifique esses débitos.De acordo com o Código de Defesa do Consumidor (Lei n 8.078/90), essas práticas violam:Art. 39, inciso III  que proíbe o fornecedor de enviar ou cobrar por produtos ou serviços sem solicitação prévia do consumidor;Art. 42, parágrafo único  que garante ao consumidor cobrado indevidamente o direito à devolução em dobro do valor pago, com correção monetária e juros legais;Art. 6, inciso IV  que assegura a proteção contra práticas abusivas e a reparação de danos patrimoniais e morais.Portanto, solicito o estorno imediato dos valores cobrados nos últimos três meses, e que seja feito o cancelamento definitivo da cobrança, garantindo que nenhum novo débito ocorra.Espero uma solução rápida e o devido respeito aos direitos do consumidor.Tenho os comprovantes, envio se necessário a um contato seguro pois tem dados bancários.",Não respondida,São José dos Campos - SP,19/10/2025 às 08:53,,,
https://www.reclameaqui.com.br/ifood/pedido-entregue-vazado-e-reembolso-nao-realizado_bLpSPppbTERPJEQZ/,Pedido entregue vazado e reembolso não realizado,"N do pedido : *****Data do pedido :19/10/2025O meu pedido veio todo vazado,cremes e produtos,mandei foto para o ifood e até fiz vídeo de como o produto foi recebido,falaram para eu fazer uma análise facial,que eu fiz e deu tudo certo,mandei até meus meus documentos mas o reembolso não foi feito e os produtos foram 100% perdido já que vieram vazados,por favor façam meu reembolso,tenho foto do pedido vazados,nota fiscal e tudo.",Não respondida,São Paulo - SP,19/10/2025 às 08:37,,,
https://www.reclameaqui.com.br/ifood/cobranca-indevida-do-ifood-clube-sem-autorizacao-e-solicitacao-de-estorno_-wz-1lA_EezHNF_A/,Cobrança indevida do iFood Clube sem autorização e solicitação de estorno,"Prezados,Venho por meio desta registrar uma reclamação referente a uma cobrança indevida do iFood Clube, realizada sem minha autorização.Percebi que há aproximadamente 6 meses vem sendo debitado um valor mensal referente a essa assinatura no meu cartão de crédito, sem que eu tenha realizado qualquer adesão ou consentimento para tal serviço.Ressalto que nunca assinei o iFood Clube, tampouco autorizei qualquer débito recorrente.Trata-se, portanto, de uma cobrança indevida, configurando falha grave na gestão das assinaturas vinculadas à minha conta.Solicito o estorno integral dos valores cobrados nos últimos meses;Aguardo uma resposta e a devida solução o quanto antes.Caso não haja retorno em prazo razoável, encaminharei o caso ao Procon e banco emissor do cartão para contestação formal das cobranças.",Não respondida,Tubarão - SC,19/10/2025 às 07:57,,,
https://www.reclameaqui.com.br/ifood/ifood-se-nega-a-estornar-valor-de-produtos-faltantes-em-compra-no-carrefour_I9ouhn3WtD6Km7-Z/,Ifood se nega a estornar valor de produtos faltantes em compra no Carrefour,"Realizei uma compra via Ifood no Carrefour, no entanto, faltaram dois produtos.Entrei em contato pelo chat explicando a situação, enviei a nota fiscal onde é possível comprovar que os dois produtos não foram enviados, no entanto, Ifood se nega fazer o estorno do valor dos produtos.Já adianto que não quero saldo no Ifood quero o estorno do valor no meu cartão.Esta é a quarta vez que informo o ocorrido e Ifood não está dando a devida atenção ao que relatei, e nem aos detalhes da nota fiscal anexada nos registros anteriores.Eu fiz a compra de 9 itens, na nota fiscal constam apenas 8 itens, além disto, dia 14/10/2025, estive pessoalmente na loja do Carrefour onde me forneceram mais comprovantes do erro absurdo que Ifood está cometendo ao se negar a fazer o estorno no meu cartão no valor de 30,56 referente às duas caixas de sabão em pó tixan maciez 2,2 kg que se observarem consta na relação de produtos no meu pedido do ifood, mas não consta na nota fiscal, pois estes não foram enviados.Caso continuem negando a analisar minha reclamação com a devida atenção aos detalhes, este será meu último contato por aqui, pois não vou procurar o Procon já que este não abre processo por danos morais, vou procurar o juizado de pequenas causas para que meus direitos como consumidora sejam respeitados e de acordo com a justiça, Ifood arque com este desgaste desnecessário que estou tendo pela recusa de fazer o estorno do valor referente às duas caixas do produto que não foram enviadas.Meus contatos tanto telefone quanto email estão disponíveis para que esse erro grotesco seja corrigido.Ressalto que meu interesse é resolver este absurdo diretamente com Ifood, mas caso continuem negando a analisar minha demanda com a devida atenção, a justiça será acionada.",Não respondida,Belo Horizonte - MG,19/10/2025 às 08:02,,,Delivery Alimentação
https://www.reclameaqui.com.br/ifood/bloqueio-indevido-de-conta-por-24-horas-recorrente-aos-domingos_JG91YSCozDbiObVH/,Bloqueio indevido de conta por 24 horas recorrente aos domingos,Pela segunda vez fui bloqueado por 24 horas EA segunda semana seguida sempre no domingo bloqueado por 24 horas sem motivo verídico,Não respondida,Belo Horizonte - MG,19/10/2025 às 05:12,,,
https://www.reclameaqui.com.br/ifood/pedido-atrasado-cancelamento-negado-e-falha-na-entrega_8TJ07P1M5d6a_dXA/,"Pedido Atrasado, Cancelamento Negado e Falha na Entrega","Meu pedido estava atrasado,  era pra chegar ate 23:58 deu 00:26 e nada do meu pedido, resolvi cancelar,  eles não deixaram e finalizaram meu chat!! Perdi meu dinheiro R$39,98. Agora perdir o dinheiro e o lanche.  Não me entregaram meu produto!! E agora as 03:58 eles falaram que foi entregue e pediu pra avaliar o produto, sendo que eu não recebi nada. Estou muito triste e preciso desse dinheiro para outra coisa agora, de urgência!!! Mandei as fotos para vocês!! Para comprovar com o que eu disse!!",Não respondida,Alagoinhas - BA,19/10/2025 às 04:24,,,
https://www.reclameaqui.com.br/ifood/pedido-de-batata-com-avarias-e-sem-lacre-no-ifood-sem-reembolso_VE8SnLlq1qjdmDbI/,Pedido de batata com avarias e sem lacre no iFood sem reembolso,"No dia 11/10/2025 às 18h40 realizei um pedido na plataforma IFOOD.pedido: *****De uns batata com creme dê brócolis no valor de 38,98, porem veio toda cheia dê avarias rampa aberta sem lacre, batata revirada no pacote e sempre quando pedia vem Lacrado dessa vez tambem nao veio . Realmente parecia quê alguma pessoa havia sim alimentado desse meu lanche . Entrei em contato pedindo ajuda no aplicativo iFood e enviei todas às fotos e cancelaram o reembolso. Alem de nao importarem sobre o acontecido. Dinheiro jogando fora por um lanche quê esperei a semana toda pra pedir , acabou com meu sábado é dia meus dois filhos . Quero meu dinheiro se volta",Não respondida,Contagem - MG,19/10/2025 às 07:18,,,
https://www.reclameaqui.com.br/ifood/atraso-na-entrega-causa-prejuizo-e-ma-avaliacao-da-loja_M5B-XDRvM3laOfOz/,Atraso na entrega causa prejuízo e má avaliação da loja.,"Demora na entrega ao cliente tem prejudicado a loja. Muita demora, os pedidos ficam frios e o cliente avalia a loja mal como é o caso do pedido *****! Isso é um [Editado pelo Reclame Aqui] que sejamos prejudicados porque os entregadores estão SIM trabalhando em 2 plataformas ao mesmo tempo e os pedidos chegam frios aos clientes!",Não respondida,São Paulo - SP,19/10/2025 às 03:42,,,
https://www.reclameaqui.com.br/ifood/reducao-da-saude-da-conta-no-ifood-por-cancelamento-de-pedido-e-erros-no-aplicativo_Guemzm_ifT_lQTid/,Redução da saúde da conta no iFood por cancelamento de pedido e erros no aplicativo,Bom diaVenho por meio do reclame aqui para fazer está reclamação de fatos que acontece no app ifood pois bem dentro do aplicativo ifood tem saúde da conta onde vc precisa ficar com a barra toda verde para não correr risco de ser bloqueado ou até mesmo perder sua conta no app a uns dias atrás o Ifood abaixo a saúde da minha conta segundo o app pedido cancelado pelo cliente agora vejam como somos tratados eu só sou entregador faço as coletas para entregá-las não sou eu que faz os preparos dos pedidos os estabelecimentos nos entregamos pacotes no tempo deles muitas das vezes olhão para nós entregadores até com desdenho mais tudo certo é mais fácil deixar pra lá aí dei uma olhada dentro do app e vi que a saúde da minha conta está amarela correndo eu o risco de perderá me sinto muito transgredindo por tal acusação pois o cliente cancela um pedido eu que sou o responsável aí me sinto como um nada pois além de ter que me preocupar com as entregas agora também com o preparo dos restaurantes pelo atraso que possa ocorrer ontem 18/10/2025 finalizei uma entrega na av Augusto de Lima 444em belo Horizonte por volta das 22:11 não passou muito tocou outra as 22:12 coleta habibs na av Afonso Pena sendo uma coleta com duas entregas uma no padre Eustáquio e outra no bairro são Luiz região da Pampulha no padre Eustáquio vi que uma das corridas tinha sido cancelada a que seria a segunda no bairro são Luiz na Pampulha foi gerada uma rota de devolução onde fiz a devolução dos produtos aí veio a preocupação pedido cancelado já abaixou minha saúde da conta aí acontece está coisas e de ficar muito preocupado pois agora sou responsável até pelos clientes que cancelam os pedidos que constrangimento me trás estas coisas me fazendo me sentir um nada diante dos fatos agora olha o exemplo está coleta do Habibs tocou para mim as 22:12 gerou rota para devolução aí dei uma olhada dentro app onde lá fala que eu aceitei a rota as 21:10 que coisa eu fiz a coleta após as 22:15 aí no app fala 21:20 até que ponto a culpa é minha pelo cancelamento do cliente alguns se arrependem eu sou o culpado abaixo terá print dos fatos narrados estou muito transgredindo com tal fato assim que somos interpretados pelo app ifood assim que somos tratados nos fazem nos sentir um nada como fica nosso psicológico lógico que abalado com a conta correndo risco assim mostra por definitivo quem manda nosso ifood onde não se acha apoio acha sim um culpado pelo cancelamento de um cliente as fotos serão anexada abaixoObrigado ao reclame aqui por este espaço,Não respondida,Belo Horizonte - MG,19/10/2025 às 06:08,,,
